Congress.Number,STATE,Census,Start,End,CD.Num,Population,White.perc,Black.perc,AAPI.perc,AInd_AKNt.perc,Hisp.perc,NH_White.perc,NH_Black.perc,NH_AAPI.perc
116,ID,2010,2019,2021,2,783450,88.01,0.77,1.52,1.34,12.41,82.69,0.70,1.48
116,IL,2010,2019,2021,1,712813,39.57,53.02,1.81,0.23,8.79,35.36,52.64,1.79
116,IL,2010,2019,2021,2,712813,35.22,55.79,0.70,0.33,12.77,29.60,55.28,0.67
116,IL,2010,2019,2021,3,712813,77.12,4.68,3.63,0.38,28.68,62.15,4.47,3.56
116,IL,2010,2019,2021,4,712813,53.52,4.78,2.83,0.90,71.07,21.28,3.94,2.66
116,IL,2010,2019,2021,5,712813,80.30,2.78,6.63,0.36,18.70,70.31,2.56,6.52
116,IL,2010,2019,2021,6,712813,84.80,2.54,7.85,0.20,8.75,79.41,2.45,7.80
116,IL,2010,2019,2021,7,712812,32.21,53.72,5.87,0.30,13.00,26.38,53.13,5.80
116,IL,2010,2019,2021,8,712812,69.14,4.83,12.00,0.60,26.51,55.24,4.57,11.91
116,IL,2010,2019,2021,9,712813,71.53,8.97,12.10,0.29,11.05,65.81,8.73,11.99
116,IL,2010,2019,2021,10,712813,71.45,6.87,9.18,0.50,21.43,60.92,6.58,9.10
116,IL,2010,2019,2021,11,712813,67.81,11.38,6.83,0.35,25.55,54.77,11.07,6.76
116,IL,2010,2019,2021,12,712813,78.65,17.00,1.05,0.28,2.91,77.17,16.89,1.03
116,IL,2010,2019,2021,13,712813,82.67,10.61,3.27,0.23,2.94,81.12,10.50,3.25
116,IL,2010,2019,2021,14,712813,87.22,2.74,4.00,0.26,11.22,80.71,2.63,3.95
116,IL,2010,2019,2021,15,712813,93.07,4.04,0.55,0.23,2.28,91.85,3.97,0.54
116,IL,2010,2019,2021,16,712813,90.05,3.30,1.39,0.23,8.37,85.63,3.22,1.37
116,IL,2010,2019,2021,17,712813,81.49,11.20,1.05,0.31,8.11,77.71,10.99,1.03
116,IL,2010,2019,2021,18,712813,91.76,3.57,2.16,0.20,2.34,90.43,3.52,2.15
116,IN,2010,2019,2021,1,720422,71.55,20.00,1.21,0.32,13.80,63.85,19.56,1.17
116,IN,2010,2019,2021,2,720423,85.43,6.78,1.14,0.39,8.26,81.86,6.64,1.12
116,IN,2010,2019,2021,3,720423,87.63,6.00,1.63,0.30,5.40,85.20,5.90,1.60
116,IN,2010,2019,2021,4,720422,90.35,3.16,2.26,0.27,5.25,87.82,3.09,2.23
116,IN,2010,2019,2021,5,720423,84.90,8.26,2.78,0.22,4.22,82.82,8.15,2.76
116,IN,2010,2019,2021,6,720422,93.96,2.48,0.92,0.21,2.33,92.81,2.44,0.91
116,IN,2010,2019,2021,7,720423,60.24,28.80,1.93,0.35,9.90,56.99,28.50,1.90
116,IN,2010,2019,2021,8,720422,92.49,4.01,0.87,0.24,2.05,91.45,3.98,0.86
116,IN,2010,2019,2021,9,720422,92.43,2.60,1.80,0.25,2.87,91.01,2.54,1.79
116,KS,2010,2019,2021,1,713278,87.60,2.95,1.54,0.62,14.17,79.29,2.77,1.50
116,KS,2010,2019,2021,2,713272,87.23,4.77,1.31,1.71,5.60,84.23,4.60,1.29
116,KS,2010,2019,2021,3,713287,79.24,8.90,3.82,0.47,11.35,73.62,8.71,3.78
116,KS,2010,2019,2021,4,713281,81.14,6.92,3.15,1.15,10.96,75.57,6.72,3.10
116,KY,2010,2019,2021,1,723178,89.60,6.92,0.58,0.24,2.56,88.33,6.85,0.55
116,KY,2010,2019,2021,2,723137,90.07,5.43,1.17,0.28,2.91,88.64,5.33,1.15
116,KY,2010,2019,2021,3,723171,72.28,21.22,2.22,0.24,4.44,70.09,20.97,2.19
116,KY,2010,2019,2021,4,723450,92.65,3.24,1.08,0.21,2.88,91.21,3.18,1.05
116,KY,2010,2019,2021,5,723228,96.83,1.35,0.33,0.20,1.08,96.24,1.33,0.32
116,KY,2010,2019,2021,6,723203,85.31,8.51,1.73,0.23,4.50,83.40,8.39,1.71
116,LA,2010,2019,2021,1,755445,79.00,13.13,2.02,1.38,7.57,74.48,12.97,1.98
116,LA,2010,2019,2021,2,755538,31.29,62.03,2.53,0.34,5.74,28.67,61.50,2.50
116,LA,2010,2019,2021,3,755596,70.51,24.81,1.34,0.49,3.05,68.95,24.66,1.32
116,LA,2010,2019,2021,4,755605,61.17,34.01,0.97,0.89,3.20,59.61,33.82,0.94
116,LA,2010,2019,2021,5,755581,61.74,35.24,0.69,0.45,2.03,60.69,35.08,0.67
116,LA,2010,2019,2021,6,755607,71.67,23.00,2.00,0.49,3.90,69.57,22.88,1.97
116,MA,2010,2019,2021,1,727515,82.46,6.42,1.80,0.33,14.96,75.97,5.53,1.76
116,MA,2010,2019,2021,2,727514,85.22,4.33,4.61,0.25,8.39,80.87,3.84,4.57
116,MA,2010,2019,2021,3,727514,78.49,3.61,6.87,0.32,16.24,72.03,2.65,6.79
116,MA,2010,2019,2021,4,727514,89.01,2.35,5.20,0.16,3.54,86.84,2.19,5.17
116,MA,2010,2019,2021,5,727515,79.37,4.84,9.17,0.18,7.32,75.43,4.56,9.11
116,MA,2010,2019,2021,6,727515,87.97,2.93,3.62,0.23,7.18,85.04,2.47,3.59
116,MA,2010,2019,2021,7,727514,51.08,24.66,9.49,0.42,19.57,43.37,22.80,9.41
116,MA,2010,2019,2021,8,727514,79.57,8.04,6.48,0.22,4.78,77.20,7.56,6.45
116,MA,2010,2019,2021,9,727514,90.56,2.52,1.14,0.49,4.29,88.43,2.26,1.11
116,MD,2010,2019,2021,1,722650,83.23,11.56,1.89,0.24,3.30,81.56,11.39,1.86
116,MD,2010,2019,2021,2,723447,57.40,32.37,4.67,0.40,5.47,54.96,31.87,4.63
116,MD,2010,2019,2021,3,720094,66.37,20.61,6.51,0.33,7.72,62.91,20.22,6.44
116,MD,2010,2019,2021,4,720065,31.21,54.64,3.15,0.47,13.63,27.18,53.82,3.09
116,MD,2010,2019,2021,5,720472,52.11,36.94,3.89,0.45,7.23,49.36,36.42,3.84
116,MD,2010,2019,2021,6,728448,69.35,12.74,9.95,0.30,11.27,63.60,12.35,9.89
116,MD,2010,2019,2021,7,716862,35.19,55.36,5.80,0.28,3.14,33.83,54.93,5.77
116,MD,2010,2019,2021,8,721514,70.28,11.78,8.73,0.35,13.42,63.86,11.37,8.67
116,ME,2010,2019,2021,1,664180,94.87,1.35,1.41,0.35,1.46,93.97,1.30,1.40
116,ME,2010,2019,2021,2,664181,95.59,1.01,0.68,0.94,1.09,94.88,0.98,0.67
116,MI,2010,2019,2021,1,705974,92.99,1.35,0.57,2.87,1.41,92.09,1.33,0.56
116,MI,2010,2019,2021,2,705975,85.19,6.29,2.01,0.61,8.40,81.12,6.09,1.97
116,MI,2010,2019,2021,3,705974,83.37,8.93,1.56,0.52,6.93,80.36,8.67,1.54
116,MI,2010,2019,2021,4,705974,94.23,1.80,0.91,0.80,2.67,92.55,1.76,0.90
116,MI,2010,2019,2021,5,705975,77.03,17.82,0.85,0.53,4.49,74.53,17.57,0.84
116,MI,2010,2019,2021,6,705974,84.59,8.51,1.36,0.56,5.26,82.23,8.35,1.34
116,MI,2010,2019,2021,7,705974,91.43,4.17,0.89,0.38,3.89,89.05,4.07,0.87
116,MI,2010,2019,2021,8,705975,86.29,5.71,3.81,0.42,4.54,83.70,5.53,3.78
116,MI,2010,2019,2021,9,705975,83.34,10.08,3.44,0.33,2.08,81.95,9.99,3.42
116,MI,2010,2019,2021,10,705974,93.06,2.73,1.40,0.37,2.90,91.27,2.68,1.39
116,MI,2010,2019,2021,11,705974,84.31,5.11,7.62,0.26,3.13,82.19,5.03,7.60
116,MI,2010,2019,2021,12,705974,79.67,10.69,4.72,0.42,5.07,76.53,10.55,4.70
116,MI,2010,2019,2021,13,705974,36.49,56.73,1.11,0.43,6.65,33.40,56.31,1.08
116,MI,2010,2019,2021,14,705974,33.30,58.46,3.84,0.29,4.39,31.30,58.07,3.81
116,MN,2010,2019,2021,1,662991,91.43,2.35,2.28,0.30,5.52,88.43,2.30,2.25
116,MN,2010,2019,2021,2,662991,86.78,3.68,4.27,0.54,5.36,84.22,3.59,4.24
116,MN,2010,2019,2021,3,662990,82.80,6.57,6.26,0.34,3.81,80.94,6.48,6.23
116,MN,2010,2019,2021,4,662990,73.89,9.44,10.35,0.72,6.29,70.96,9.22,10.29
116,MN,2010,2019,2021,5,662991,68.37,15.58,5.72,1.45,9.35,64.99,15.33,5.67
116,MN,2010,2019,2021,6,662993,92.60,2.11,2.34,0.42,2.31,91.33,2.08,2.32
116,MN,2010,2019,2021,7,662988,92.85,0.77,0.82,2.70,3.81,90.69,0.73,0.80
116,MN,2010,2019,2021,8,662991,93.66,0.89,0.60,2.72,1.29,92.88,0.87,0.60
116,MO,2010,2019,2021,1,748616,44.12,49.50,2.62,0.25,3.04,42.68,49.26,2.60
116,MO,2010,2019,2021,2,748616,90.27,3.37,3.95,0.18,2.37,88.73,3.33,3.93
116,MO,2010,2019,2021,3,748615,93.29,3.21,0.91,0.33,2.12,92.06,3.18,0.89
116,MO,2010,2019,2021,4,748616,90.05,4.60,1.47,0.54,3.24,88.26,4.51,1.44
116,MO,2010,2019,2021,5,748616,68.79,22.01,1.88,0.52,8.34,65.18,21.74,1.83
116,MO,2010,2019,2021,6,748616,91.74,3.82,1.21,0.38,3.34,89.74,3.75,1.19
116,MO,2010,2019,2021,7,748616,91.71,1.62,1.30,1.02,4.32,89.77,1.57,1.27
116,MO,2010,2019,2021,8,748616,92.43,4.49,0.61,0.44,1.61,91.54,4.46,0.60
116,MS,2010,2019,2021,1,741837,69.93,26.34,0.67,0.23,3.05,68.86,26.23,0.65
116,MS,2010,2019,2021,2,741862,32.84,64.62,0.52,0.37,1.84,32.27,64.38,0.51
116,MS,2010,2019,2021,3,741822,61.59,34.47,0.93,1.03,2.31,60.63,34.31,0.92
116,MS,2010,2019,2021,4,741776,72.18,22.64,1.51,0.39,3.77,70.40,22.49,1.49
116,MT,2010,2019,2021,1,989415,89.44,0.41,0.70,6.32,2.89,87.79,0.38,0.68
116,NC,2010,2019,2021,1,733499,45.38,45.46,1.84,0.83,7.99,42.90,45.11,1.80
116,NC,2010,2019,2021,2,733499,71.65,19.29,1.80,0.64,8.79,68.15,19.02,1.77
116,NC,2010,2019,2021,3,733498,71.47,21.46,1.34,0.49,6.52,68.58,21.16,1.28
116,NC,2010,2019,2021,4,733499,62.09,22.89,6.89,0.48,10.32,57.91,22.44,6.85
116,NC,2010,2019,2021,5,733499,77.32,14.19,1.23,0.34,8.81,74.46,13.92,1.20
116,NC,2010,2019,2021,6,733498,71.52,19.80,1.32,0.57,9.22,67.97,19.57,1.30
116,NC,2010,2019,2021,7,733499,70.34,20.61,0.80,0.93,8.88,67.61,20.39,0.76
116,NC,2010,2019,2021,8,733499,67.09,22.55,2.02,1.28,9.04,63.41,22.01,1.95
116,NC,2010,2019,2021,9,733498,64.46,19.57,2.05,8.27,7.10,61.58,19.35,2.02
116,NC,2010,2019,2021,10,733499,81.79,11.98,1.44,0.34,5.65,79.22,11.85,1.42
116,NC,2010,2019,2021,11,733499,89.72,3.19,1.14,1.50,5.63,87.33,3.12,1.09
116,NC,2010,2019,2021,12,733498,47.77,36.88,4.68,0.51,14.00,42.62,36.27,4.62
116,NC,2010,2019,2021,13,733499,69.51,21.42,2.84,0.47,7.13,66.79,21.15,2.82
116,ND,2010,2019,2021,1,672591,90.02,1.18,1.07,5.44,2.00,88.91,1.15,1.06
116,NE,2010,2019,2021,1,608780,88.25,2.55,2.14,1.30,7.46,84.99,2.45,2.10
116,NE,2010,2019,2021,2,608781,78.69,10.22,2.62,0.66,10.17,74.53,10.06,2.57
116,NE,2010,2019,2021,3,608780,91.42,0.85,0.76,1.06,9.86,86.83,0.78,0.73
116,NH,2010,2019,2021,1,658233,93.93,1.27,2.05,0.21,2.78,92.31,1.16,2.03
116,NH,2010,2019,2021,2,658237,93.85,1.01,2.33,0.27,2.80,92.28,0.91,2.31
116,NJ,2010,2019,2021,1,732658,70.00,17.18,4.56,0.27,11.57,65.69,16.27,4.51
116,NJ,2010,2019,2021,2,732658,74.02,13.19,3.62,0.47,14.39,67.66,12.29,3.57
116,NJ,2010,2019,2021,3,732658,81.52,10.72,3.36,0.19,6.55,77.81,10.22,3.32
116,NJ,2010,2019,2021,4,732657,84.61,6.70,3.80,0.18,9.51,78.99,6.33,3.76
116,NJ,2010,2019,2021,5,732658,80.61,4.68,9.14,0.23,11.02,74.03,4.23,9.07
116,NJ,2010,2019,2021,6,732657,62.03,10.27,16.90,0.36,19.64,51.99,9.37,16.80
116,NJ,2010,2019,2021,7,732658,82.84,4.18,8.20,0.13,10.63,75.68,3.92,8.15
116,NJ,2010,2019,2021,8,732658,57.45,11.14,8.08,0.75,52.97,27.82,8.87,7.92
116,NJ,2010,2019,2021,9,732658,59.28,11.38,12.09,0.52,33.93,42.47,9.85,11.94
116,NJ,2010,2019,2021,10,732658,29.08,53.42,6.54,0.39,17.67,21.42,51.69,6.44
116,NJ,2010,2019,2021,11,732658,83.30,3.65,8.75,0.14,8.74,77.50,3.41,8.69
116,NJ,2010,2019,2021,12,732658,58.19,17.94,14.43,0.33,15.64,50.71,17.14,14.35
116,NM,2010,2019,2021,1,686393,69.81,2.82,2.31,4.41,48.03,41.99,2.33,2.15
116,NM,2010,2019,2021,2,686393,73.24,1.88,0.86,5.26,51.82,40.15,1.56,0.77
116,NM,2010,2019,2021,3,686393,62.07,1.49,1.20,18.49,39.05,39.33,1.27,1.10
116,NV,2010,2019,2021,1,675138,54.39,10.11,8.47,0.84,42.77,36.37,9.46,8.21
116,NV,2010,2019,2021,2,675138,79.36,1.87,4.26,2.25,20.43,69.38,1.73,4.13
116,NV,2010,2019,2021,3,675138,69.32,6.37,13.03,0.59,15.66,61.14,6.08,12.78
116,NV,2010,2019,2021,4,675137,61.57,14.04,5.69,1.07,27.26,49.67,13.55,5.47
116,NY,2010,2019,2021,1,717707,85.56,4.85,3.40,0.37,12.54,77.92,4.48,3.34
116,NY,2010,2019,2021,2,717708,77.16,9.77,2.99,0.35,20.47,66.06,8.93,2.92
116,NY,2010,2019,2021,3,717707,78.31,3.12,13.09,0.18,9.73,72.49,2.89,13.03
116,NY,2010,2019,2021,4,717708,69.62,14.53,5.55,0.28,17.95,61.06,13.77,5.48
116,NY,2010,2019,2021,5,717708,18.88,52.04,11.53,0.90,18.92,12.15,49.78,11.40
116,NY,2010,2019,2021,6,717707,48.11,4.12,37.48,0.30,18.15,38.55,3.54,37.28
116,NY,2010,2019,2021,7,717708,44.70,11.08,18.51,0.96,43.12,27.80,8.35,18.30
116,NY,2010,2019,2021,8,717708,28.22,56.02,4.64,0.57,18.02,22.39,52.55,4.55
116,NY,2010,2019,2021,9,717708,33.09,53.60,5.86,0.39,11.27,29.70,50.87,5.79
116,NY,2010,2019,2021,10,717707,71.43,4.37,16.65,0.25,12.16,65.31,3.69,16.54
116,NY,2010,2019,2021,11,717708,72.04,7.79,11.55,0.34,15.68,64.22,6.88,11.44
116,NY,2010,2019,2021,12,717707,74.26,5.29,12.54,0.28,13.33,67.02,4.62,12.44
116,NY,2010,2019,2021,13,717707,28.14,32.87,4.17,1.26,55.12,12.23,26.66,3.95
116,NY,2010,2019,2021,14,717708,45.01,11.69,15.99,0.90,47.52,24.93,9.45,15.79
116,NY,2010,2019,2021,15,717708,21.75,36.99,2.00,1.65,65.28,2.32,28.98,1.74
116,NY,2010,2019,2021,16,717707,49.53,32.80,4.66,0.55,23.28,39.32,30.39,4.57
116,NY,2010,2019,2021,17,717708,72.95,10.51,5.94,0.34,19.49,63.15,9.69,5.86
116,NY,2010,2019,2021,18,717707,79.63,9.22,2.92,0.37,14.82,71.79,8.36,2.86
116,NY,2010,2019,2021,19,717708,90.00,4.45,1.40,0.28,6.31,86.33,4.06,1.37
116,NY,2010,2019,2021,20,717708,82.06,9.22,3.70,0.26,5.25,79.59,8.59,3.66
116,NY,2010,2019,2021,21,717707,93.13,2.86,0.85,0.92,2.67,91.59,2.64,0.83
116,NY,2010,2019,2021,22,717708,90.87,3.85,2.17,0.30,3.13,89.23,3.57,2.15
116,NY,2010,2019,2021,23,717707,91.73,2.81,1.93,0.62,3.17,89.99,2.61,1.91
116,NY,2010,2019,2021,24,717707,85.50,8.10,2.25,0.65,3.66,83.71,7.69,2.23
116,NY,2010,2019,2021,25,717707,75.41,15.70,3.38,0.29,7.44,72.04,14.91,3.34
116,NY,2010,2019,2021,26,717707,74.10,18.21,3.04,0.58,5.42,71.48,17.65,3.01
116,NY,2010,2019,2021,27,717707,94.02,2.41,0.92,0.77,2.19,92.70,2.28,0.91
116,OH,2010,2019,2021,1,721032,72.03,22.12,2.62,0.20,2.59,70.75,21.98,2.60
116,OH,2010,2019,2021,2,721031,87.90,8.33,1.23,0.24,1.63,86.90,8.27,1.22
116,OH,2010,2019,2021,3,721031,57.71,32.24,3.09,0.29,6.02,55.56,31.87,3.06
116,OH,2010,2019,2021,4,721032,90.77,5.16,0.77,0.22,3.17,88.99,5.04,0.76
116,OH,2010,2019,2021,5,721031,93.08,2.45,1.23,0.22,4.37,90.60,2.37,1.21
116,OH,2010,2019,2021,6,721032,95.63,2.18,0.38,0.21,0.86,95.09,2.15,0.38
116,OH,2010,2019,2021,7,721031,93.06,3.97,0.60,0.23,1.79,91.97,3.92,0.58
116,OH,2010,2019,2021,8,721032,89.11,5.77,1.61,0.21,2.89,87.80,5.68,1.59
116,OH,2010,2019,2021,9,721032,75.56,16.10,1.27,0.34,9.39,71.04,15.57,1.24
116,OH,2010,2019,2021,10,721032,77.36,17.21,2.00,0.24,2.23,76.14,17.08,1.98
116,OH,2010,2019,2021,11,721032,39.55,54.17,2.18,0.22,3.87,38.04,53.62,2.16
116,OH,2010,2019,2021,12,721031,89.42,4.61,3.16,0.19,1.86,88.27,4.55,3.14
116,OH,2010,2019,2021,13,721031,84.10,11.57,1.12,0.21,2.60,82.70,11.36,1.11
116,OH,2010,2019,2021,14,721032,91.89,3.81,1.94,0.12,2.25,90.63,3.74,1.93
116,OH,2010,2019,2021,15,721031,91.56,3.71,2.04,0.22,1.83,90.51,3.67,2.03
116,OH,2010,2019,2021,16,721031,94.29,1.82,1.96,0.14,1.84,93.06,1.77,1.95
116,OK,2010,2019,2021,1,750270,70.71,9.20,2.19,6.83,9.83,67.06,9.05,2.15
116,OK,2010,2019,2021,2,750270,67.69,3.48,0.60,18.58,4.29,66.15,3.43,0.58
116,OK,2010,2019,2021,3,750270,80.34,3.66,1.42,6.48,8.40,76.59,3.57,1.39
116,OK,2010,2019,2021,4,750270,76.76,6.73,2.21,6.15,7.25,73.29,6.52,2.17
116,OK,2010,2019,2021,5,750271,65.29,13.94,2.84,4.83,14.48,60.18,13.70,2.79
116,OR,2010,2019,2021,1,766216,80.13,1.53,7.04,0.89,13.70,74.09,1.41,6.95
116,OR,2010,2019,2021,2,766215,87.61,0.57,1.18,2.18,12.35,81.79,0.50,1.13
116,OR,2010,2019,2021,3,766215,77.26,5.34,6.80,1.07,10.73,72.95,5.15,6.73
116,OR,2010,2019,2021,4,766214,89.45,0.70,2.24,1.38,6.71,86.02,0.64,2.19
116,OR,2010,2019,2021,5,766214,83.80,0.90,2.93,1.43,15.25,77.44,0.79,2.86
116,PA,2010,2019,2021,1,705687,87.93,3.68,5.00,0.19,4.28,85.62,3.53,4.98
116,PA,2010,2019,2021,2,705688,51.51,26.78,6.68,0.63,21.84,44.18,25.17,6.57
116,PA,2010,2019,2021,3,705688,30.36,60.07,5.48,0.32,3.89,28.94,59.27,5.44
116,PA,2010,2019,2021,4,705687,81.86,8.98,5.46,0.15,4.24,79.77,8.76,5.43
116,PA,2010,2019,2021,5,705688,68.01,22.93,5.68,0.17,3.36,66.53,22.56,5.63
116,PA,2010,2019,2021,6,705688,81.76,6.55,3.24,0.26,12.86,76.36,5.91,3.20
116,PA,2010,2019,2021,7,705688,82.19,6.05,2.71,0.29,14.63,75.81,5.12,2.66
116,PA,2010,2019,2021,8,705687,88.41,5.16,1.36,0.22,7.67,84.86,4.66,1.33
116,PA,2010,2019,2021,9,705687,93.90,2.22,0.84,0.15,4.35,91.77,2.02,0.82
116,PA,2010,2019,2021,10,705688,81.19,10.69,2.77,0.22,6.32,78.56,10.13,2.73
116,PA,2010,2019,2021,11,705688,90.21,3.26,1.63,0.21,6.98,87.16,2.82,1.60
116,PA,2010,2019,2021,12,705688,94.51,2.10,1.39,0.18,1.89,93.46,1.98,1.37
116,PA,2010,2019,2021,13,705688,94.44,2.50,0.59,0.15,2.54,93.21,2.40,0.58
116,PA,2010,2019,2021,14,705688,94.38,3.21,0.64,0.11,0.96,93.80,3.17,0.64
116,PA,2010,2019,2021,15,705688,96.21,1.83,0.62,0.13,1.16,95.56,1.77,0.61
116,PA,2010,2019,2021,16,705687,92.04,4.73,0.85,0.16,1.97,90.97,4.60,0.84
116,PA,2010,2019,2021,17,705688,90.45,5.46,2.16,0.11,1.31,89.57,5.41,2.15
116,PA,2010,2019,2021,18,705688,75.25,19.01,2.89,0.16,1.72,74.34,18.80,2.87
116,RI,2010,2019,2021,1,526283,77.64,7.43,3.02,0.57,14.46,71.66,6.41,2.95
116,RI,2010,2019,2021,2,526284,85.17,4.01,2.87,0.58,10.37,81.05,3.39,2.80
116,SC,2010,2019,2021,1,660766,73.27,19.64,1.82,0.39,6.51,70.12,19.39,1.77
116,SC,2010,2019,2021,2,660766,70.41,23.07,1.70,0.42,5.20,68.23,22.79,1.67
116,SC,2010,2019,2021,3,660767,76.55,18.71,0.81,0.25,4.20,74.93,18.59,0.79
116,SC,2010,2019,2021,4,660766,73.04,19.04,2.15,0.29,7.40,69.93,18.85,2.12
116,SC,2010,2019,2021,5,660766,67.67,27.39,1.02,0.51,3.78,66.11,27.20,0.99
116,SC,2010,2019,2021,6,660766,36.99,57.78,0.97,0.42,4.58,35.46,57.38,0.94
116,SC,2010,2019,2021,7,660767,65.17,29.70,0.87,0.68,4.00,63.61,29.52,0.85
116,SD,2010,2019,2021,1,814180,85.90,1.25,0.98,8.82,2.72,84.69,1.22,0.97
116,TN,2010,2019,2021,1,705123,93.84,2.19,0.67,0.28,3.23,92.49,2.13,0.66
116,TN,2010,2019,2021,2,705123,88.95,6.15,1.44,0.30,3.39,87.31,6.08,1.40
116,TN,2010,2019,2021,3,705122,84.65,10.85,1.17,0.34,3.16,83.21,10.77,1.13
116,TN,2010,2019,2021,4,705123,85.15,8.09,1.56,0.37,5.41,83.12,7.98,1.53
116,TN,2010,2019,2021,5,705123,64.96,24.99,2.80,0.33,8.99,61.24,24.76,2.76
116,TN,2010,2019,2021,6,705123,91.74,4.04,0.78,0.33,3.61,90.09,3.99,0.76
116,TN,2010,2019,2021,7,705123,84.64,9.85,1.57,0.36,4.13,82.44,9.67,1.55
116,TN,2010,2019,2021,8,705122,76.20,19.24,1.70,0.25,2.66,74.99,19.15,1.68
116,TN,2010,2019,2021,9,705123,27.89,64.56,1.77,0.26,6.57,25.94,64.30,1.73
116,TX,2010,2019,2021,1,698488,70.88,17.77,0.95,0.55,15.48,64.37,17.58,0.92
116,TX,2010,2019,2021,2,698488,68.80,9.72,7.22,0.59,30.81,50.83,9.36,7.12
116,TX,2010,2019,2021,3,698488,70.83,8.51,12.16,0.55,14.46,62.44,8.29,12.09
116,TX,2010,2019,2021,4,698488,79.77,10.77,0.94,0.97,12.18,73.84,10.62,0.91
116,TX,2010,2019,2021,5,698488,69.99,14.16,1.89,0.76,25.21,57.22,13.91,1.84
116,TX,2010,2019,2021,6,698498,65.35,18.19,4.87,0.59,20.77,54.33,17.82,4.80
116,TX,2010,2019,2021,7,698488,65.16,11.63,9.46,0.65,30.08,47.33,11.14,9.36
116,TX,2010,2019,2021,8,698488,79.67,8.32,2.11,0.65,19.65,68.37,8.13,2.05
116,TX,2010,2019,2021,9,698488,31.13,39.30,11.22,0.60,37.32,11.51,38.48,11.10
116,TX,2010,2019,2021,10,698487,72.60,10.32,4.40,0.66,26.32,57.46,9.98,4.32
116,TX,2010,2019,2021,11,698488,82.19,3.73,0.80,0.78,33.32,60.97,3.47,0.75
116,TX,2010,2019,2021,12,698488,78.29,7.90,3.16,0.71,20.62,66.44,7.67,3.10
116,TX,2010,2019,2021,13,698488,81.39,5.43,1.73,0.90,24.14,66.98,5.18,1.67
116,TX,2010,2019,2021,14,698472,65.61,20.44,2.82,0.59,22.11,53.29,20.13,2.76
116,TX,2010,2019,2021,15,698488,85.48,1.75,1.12,0.43,80.60,16.32,1.47,1.06
116,TX,2010,2019,2021,16,698488,81.20,3.48,1.31,0.70,80.13,14.69,2.91,1.19
116,TX,2010,2019,2021,17,698487,69.88,13.62,4.08,0.58,23.27,57.66,13.25,4.01
116,TX,2010,2019,2021,18,698488,37.34,40.49,3.43,0.64,38.72,16.72,39.84,3.36
116,TX,2010,2019,2021,19,698487,77.97,6.18,1.33,0.75,33.92,57.40,5.85,1.28
116,TX,2010,2019,2021,20,698488,73.41,4.93,2.66,0.90,68.57,23.01,4.38,2.50
116,TX,2010,2019,2021,21,698488,83.27,3.46,3.13,0.61,26.99,64.84,3.20,3.04
116,TX,2010,2019,2021,22,698504,60.34,12.68,16.01,0.44,24.57,44.98,12.35,15.90
116,TX,2010,2019,2021,23,698488,81.67,3.16,1.28,0.81,69.30,25.55,2.81,1.18
116,TX,2010,2019,2021,24,698488,66.65,10.14,10.96,0.60,23.41,53.43,9.84,10.88
116,TX,2010,2019,2021,25,698478,80.26,7.35,2.99,0.66,17.35,70.31,7.04,2.91
116,TX,2010,2019,2021,26,698488,78.72,6.95,5.12,0.70,17.28,68.38,6.74,5.05
116,TX,2010,2019,2021,27,698487,80.08,5.46,1.48,0.62,49.50,42.76,5.08,1.41
116,TX,2010,2019,2021,28,698488,84.16,4.49,1.07,0.47,76.29,17.76,4.09,0.98
116,TX,2010,2019,2021,29,698488,58.44,10.16,1.63,0.93,76.34,11.77,9.62,1.55
116,TX,2010,2019,2021,30,698487,34.29,45.33,1.84,0.62,34.68,17.28,44.82,1.79
116,TX,2010,2019,2021,31,698487,72.48,11.48,4.34,0.69,22.52,59.51,10.89,4.21
116,TX,2010,2019,2021,32,698488,67.15,12.26,7.23,0.65,25.56,53.27,11.99,7.15
116,TX,2010,2019,2021,33,698488,50.95,16.50,2.10,0.89,66.30,14.51,15.99,2.01
116,TX,2010,2019,2021,34,698487,86.09,1.39,0.67,0.42,82.69,15.15,1.14,0.61
116,TX,2010,2019,2021,35,698488,65.17,9.84,1.53,1.15,62.82,25.16,9.11,1.40
116,TX,2010,2019,2021,36,698488,77.62,9.32,2.16,0.68,21.18,65.85,9.13,2.11
116,UT,2010,2019,2021,1,690971,88.03,1.06,1.76,1.09,11.77,82.88,0.95,1.69
116,UT,2010,2019,2021,2,690971,84.15,1.25,3.48,1.14,14.71,78.06,1.11,3.41
116,UT,2010,2019,2021,3,690972,88.96,0.58,2.35,1.67,9.63,84.10,0.51,2.31
116,UT,2010,2019,2021,4,690971,83.25,1.35,3.97,0.87,15.75,76.51,1.19,3.89
116,VA,2010,2019,2021,1,727366,74.04,16.33,2.91,0.48,7.91,70.18,16.02,2.86
116,VA,2010,2019,2021,2,708087,68.36,20.19,5.18,0.40,6.53,65.19,19.63,5.08
116,VA,2010,2019,2021,3,746645,45.65,46.40,2.47,0.43,5.15,43.57,45.61,2.42
116,VA,2010,2019,2021,4,727366,51.41,41.95,1.90,0.45,4.48,49.74,41.50,1.86
116,VA,2010,2019,2021,5,727365,74.60,20.52,1.56,0.26,3.16,73.06,20.39,1.54
116,VA,2010,2019,2021,6,727366,83.57,10.90,1.46,0.29,4.26,81.60,10.74,1.44
